"jobId","username","taskId","level","ts","log","id","step","user"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-prep","INFO","2022-04-29 14:39:53,411","Done. status=OK","shKSn_r5eS9EtYs_9wVzr",,
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-batchf-0","INFO","2022-04-29 14:39:53,467","Executing batch with file index: 0 for flow - trigger_flow ","ThdQIgP_SlBi6fCOudYr5",,
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:53,702","For single_flow, starting map of flow 0 for file: CDD-ILM/ILE/fs/ECS - ILM/Latest_Solution/input_csvs/2022/April/input_csv_2904/Input_CSV_Cohort_29042022.csv at file index: 0","yg4xHLTsUSEOVE_a4V4PH",,
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:53,705","Initialized flow datastore using_cache=True using_file_system=True buffer_size=10000","8KKn6-2wzkSEzuxNMXY6O",,
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","WARNING","2022-04-29 14:39:53,878","/home/ibuser/.local/lib/python3.7/site-packages/urllib3/connectionpool.py:1020: InsecureRequestWarning: Unverified HTTPS request is being made to host 'instabase.web.banksvcs.net'. Adding certificate verification is strongly advised. See: https://urllib3.readthedocs.io/en/latest/advanced-usage.html#ssl-warnings
  InsecureRequestWarning,","LaHci8nVHL8NlKKpmXIHn","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:56,267","INFO: File fetch is complete","UjZCdMFjXG_eLjcsFptMq","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:56,267","INFO: Calling list_dir on path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ with empty next_page_token","x6rSEUfdD2x9K6u-ivpAg","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,019","INFO: Calling list_dir on path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ with next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTc4NDg2NDg4OF8xMDE5NDEzNF82MDAyNjAuemlw","dMjnLIUgGCl0j72_-nWYX","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,019","INFO: list_dir file count with path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ and empty next_page_token: 99","2Mhbb289jJhf_zuaWylQZ","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,141","INFO: list_dir file count with path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ and next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTc4NDg2NDg4OF8xMDE5NDEzNF82MDAyNjAuemlw - 99","n05T3--LAH6_vhGavoDMs","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,141","INFO: Calling list_dir on path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ with next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg1MzM3Nzc2NV84NDM2MDc5OF82MDAzMjcuemlw","6IyN5eSd3t0AAhw07pij6","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,254","INFO: list_dir file count with path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ and next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg1MzM3Nzc2NV84NDM2MDc5OF82MDAzMjcuemlw - 99","TXwoMtBJre3bBr4qKBmVC","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,255","INFO: Calling list_dir on path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ with next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg2MDE3MjQ2NF81OTQxODgxOF8wMTA5MzEuemlw","zHU8cPAenp7XEBDFcFl6T","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,384","INFO: list_dir file count with path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ and next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg2MDE3MjQ2NF81OTQxODgxOF8wMTA5MzEuemlw - 99","a29SuLAfi6cpoWoT9ZfAX","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,385","INFO: Calling list_dir on path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ with next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg2MDQ3NzgzMF8yODYzNzAwM181MjIxNTIuemlw","910GfMcZsk-jTZ46_0jRv","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,481","INFO: list_dir file count with path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ and next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg2MDQ3NzgzMF8yODYzNzAwM181MjIxNTIuemlw - 99","2IVa_LRfl43zc8Admz-_t","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,481","INFO: Calling list_dir on path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ with next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg2MDg2NDIwN18xNzY2OTc1OF81MjEwNDguemlw","nGdNAzULbagzr2Kl1ITdm","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,934","INFO: Calling list_dir on path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ with next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg2MTIyODIzM182ODY3Mjk2OV81MzYxNDQuemlw","pe2KBGvRzoj2MUljy6cQj","apply_udf","true"
"c2694942-a74f-4f11-b3ef-d0682a9ea1a8","retnesi","c2694942-a74f-4f11-b3ef-d0682a9ea1a8-map-0-0","INFO","2022-04-29 14:39:57,934","INFO: list_dir file count with path: CDD-ILM/ILE/fs/ECS - ILM/IandW/ and next_page_token: cHJkZ2IwMDU1LnByZGJrMDAyNy9wcm9kL0lMRS9JYW5kVy8yMDIxMDkwM19BVUcyNzAwMl9OV0JfMTg2MDg2NDIwN18xNzY2OTc1OF81MjEwNDguemlw - 99","chvXi0WnixXFUuHBC2eWc","apply_udf","true"
